dataset;relative;absolute;naive_occurrences;deletion_occurrences;projection_occurrences;naive_size;deletion_size;projection_size;num;abs;perfect;reject_naive;reject_deletion;reject_projection;deletion_rate;projection_rate;naive_auc;deletion_auc;projection_auc
vehicle.bin;0.25;212;4.44E+08;2.77E+08;125417;16074;15325;18636;vehicle.num;211;82023;0.999815075;0.99970356;0.345997752;0.953403011;1.159387831;0.049994032;0.049985008;0.009159059
vehicle.bin;0.2;170;4.44E+08;4.44E+08;558484;16074;16074;33281;vehicle.num;169;207324;0.999532578;0.999532578;0.628773609;1;2.0704865;0.049983691;0.049980903;0.024369284
vehicle.bin;0.15;127;4.44E+08;4.44E+08;1547039;16074;16074;57137;vehicle.num;126;765814;0.998273435;0.998273435;0.504980805;1;3.554622372;0.04994515;0.04994515;0.02834386
vehicle.bin;0.1;85;4.44E+08;4.44E+08;3.97E+07;1.61E+04;1.61E+04;1.09E+05;vehicle.num;84;2254334;0.994917493;0.994917493;0.94320599;1;6.807079756;0.049829773;0.049829773;0.03620467
vehicle.bin;0.05;43;4.44E+08;4.44E+08;3.02E+08;1.61E+04;1.61E+04;1.39E+05;vehicle.num;42;12029009;0.972880007;0.972880007;0.960107066;1;8.672390195;0.073516938;0.073516938;0.071585503
waveform.bin;1;5000;2.10E+10;5000;5000;110000;0;0;waveform.num;5000;5000;0.999999762;0;0;0;0;0;0;0
waveform.bin;0.95;4750;2.10E+10;5000;5000;110000;0;0;waveform.num;4750;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.90000004;4500;2.10E+10;5000;5000;110000;0;0;waveform.num;4500;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.85;4250;2.10E+10;5000;5000;110000;0;0;waveform.num;4250;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.8;4000;2.10E+10;5000;5000;110000;0;0;waveform.num;4000;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.75;3750;2.10E+10;5000;5000;110000;0;0;waveform.num;3750;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.7;3500;2.10E+10;5000;5000;110000;0;0;waveform.num;3500;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.65000004;3251;2.10E+10;5000;5000;110000;0;0;waveform.num;3250;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.6;3000;2.10E+10;5000;5000;110000;0;0;waveform.num;3000;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.55;2750;2.10E+10;5000;5000;110000;0;0;waveform.num;2750;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.5;2500;2.10E+10;5000;5000;110000;0;0;waveform.num;2500;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.45000002;2250;2.10E+10;5000;5000;110000;0;0;waveform.num;2250;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.4;2000;2.10E+10;5000;5000;110000;0;0;waveform.num;2000;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.35;1750;2.10E+10;5000;5000;110000;0;0;waveform.num;1750;5000;0.999999762;0;0;0;0;0.049999988;0;0
waveform.bin;0.3;1500;2.10E+10;2.10E+10;114999;110000;109999;0;waveform.num;1500;114999;0.999994516;0.999994516;0;0.999990909;0;0.049999857;0.024999863;0
waveform.bin;0.25;1250;2.10E+10;2.10E+10;114999;110000;109999;0;waveform.num;1250;114999;0.999994516;0.999994516;0;0.999990909;0;0.049999726;0.049999726;0
waveform.bin;0.2;1000;2.10E+10;2.10E+10;720580;110000;109999;91300;waveform.num;1000;209324;0.999990019;0.999990018;0.709506231;0.999990909;0.83;0.049999613;0.049999613;0.017737656
waveform.bin;0.15;750;2.10E+10;2.10E+10;1.65E+07;1.10E+05;1.10E+05;2.51E+05;waveform.num;750;535727;0.999974455;0.999974452;0.967618397;0.999990909;2.283072727;0.049999112;0.049999112;0.041928116
waveform.bin;0.1;500;2.10E+10;2.10E+10;5.81E+09;1.10E+05;1.10E+05;9.67E+05;waveform.num;500;2387267;0.999886166;0.999886155;0.99958896;0.999990909;8.792154545;0.049996516;0.049996515;0.049180184
waveform.bin;0.05;250;2.10E+10;2.10E+10;1.73E+10;1.10E+05;1.10E+05;1.13E+06;waveform.num;250;13441145;0.999359076;0.999359012;0.999224419;0.999990909;10.28281818;0.074965108;0.074965104;0.074950945
pumsb.bin;1;49046;9.26E+26;49046;49046;3629404;0;0;pumsb.num;49046;49046;1;0;0;0;0;0;0;0
pumsb.bin;0.95;46594;9.26E+26;3.51E+08;2.40E+07;3629404;623420;2368943;pumsb.num;46593;8167172;1;0.976718667;0.659386014;0.171769249;0.652708544;0.05;0.024417967;0.01648465
pumsb.bin;0.90000004;44142;9.26E+26;3.79E+10;1.38E+09;3629404;942364;6451903;pumsb.num;44141;117685114;1;0.996896343;0.914767502;0.259647038;1.777675618;0.05;0.049340375;0.039353838
pumsb.bin;0.85;41690;9.26E+26;5.27E+11;2.15E+10;3629404;1112077;9973849;pumsb.num;41689;880107386;1;0.998329551;0.95905047;0.306407609;2.748068002;0.05;0.049880647;0.046845449
pumsb.bin;0.8;39237;9.26E+26;9.96E+11;8.74E+10;3629404;1153457;12176804;pumsb.num;39236;5760970454;1;0.994215772;0.934086796;0.31780893;3.355042315;0.05;0.049813633;0.047328432
pumsb.bin;0.75;36785;9.26E+26;3.04E+12;5.94E+11;3629404;1229062;13546182;pumsb.num;36784;25782750620;1;0.991519452;0.956582162;0.338640173;3.732343382;0.05;0.049643381;0.047266724
pumsb.bin;0.7;34333;9.26E+26;2.07E+14;1.23E+12;3629404;1482597;18112670;pumsb.num;34332;97353292179;1;0.999530168;0.920977402;0.408495995;4.990535636;0.05;0.049776241;0.046938989
pumsb.bin;0.65000004;31880;9.26E+26;1.47E+15;4.88E+12;3629404;1583053;21732867;pumsb.num;31879;2.75272E+11;1;0.999812705;0.943582428;0.436174369;5.987998856;0.05;0.049983572;0.046613996
pumsb.bin;0.6;29428;9.26E+26;2.55E+15;2.02E+13;3629404;1642346;23579173;pumsb.num;29427;6.2414E+11;1;0.999755288;0.969034218;0.452511211;6.496706622;0.05;0.0499892;0.047815416
pumsb.bin;0.55;26976;9.26E+26;2.16E+16;1.07E+14;3629404;1784243;27256080;pumsb.num;26975;1.44281E+12;1;0.999933355;0.986525914;0.491607713;7.509794997;0.05;0.049992216;0.048889003
pumsb.bin;0.5;24523;9.26E+26;7.51E+17;4.53E+14;3629404;1992482;32953177;pumsb.num;24523;4.42387E+12;1;0.999994106;0.990232588;0.548983249;9.079500932;0.05;0.049998187;0.049418963
pumsb.bin;0.45000002;22071;9.26E+26;4.05E+19;2.22E+15;3629404;2251016;40191205;pumsb.num;22070;1.72421E+13;1;0.999999574;0.992247674;0.620216432;11.07377547;0.05;0.049999842;0.049562007
pumsb.bin;0.4;19619;9.26E+26;3.65E+20;1.02E+16;3629404;2423452;48728860;pumsb.num;19618;7.37959E+13;1;0.999999798;0.992748412;0.667727263;13.42613278;0.05;0.049999984;0.049624902
pumsb.bin;0.35;17167;9.26E+26;4.05E+21;8.06E+16;3629404;2591997;55949546;pumsb.num;19618;7.37959E+13;1;0.999999982;0.999084928;0.714166017;15.41562912;0.05;0.049999994;0.049795834
pumsb.bin;0.3;14714;9.26E+26;1.41E+22;6.09E+17;3629404;2672572;62313474;pumsb.num;19618;7.37959E+13;1;0.999999995;0.999878737;0.736366632;17.16906522;0.05;0.049999999;0.049974092
pumsb.bin;0.25;12262;9.26E+26;8.55E+22;1.01E+19;3629404;2777729;68553753;pumsb.num;19618;7.37959E+13;1;0.999999999;0.999992725;0.76534026;18.88843265;0.05;0.05;0.049996787
pumsb.bin;0.2;9810;9.26E+26;3.06E+24;1.40E+21;3629404;2980966;81591167;pumsb.num;19618;7.37959E+13;1;1;0.999999947;0.821337608;22.48059654;0.05;0.05;0.049999817
pumsb.bin;0.15;7357;9.26E+26;4.94E+24;2.02E+22;3629404;3049977;87053671;pumsb.num;19618;7.37959E+13;1;1;0.999999996;0.840352025;23.98566569;0.05;0.05;0.049999999
pumsb.bin;0.1;4905;9.26E+26;1.24E+25;6.97E+23;3629404;3150156;94131129;pumsb.num;19618;7.37959E+13;1;1;1;0.867954077;25.93569881;0.05;0.05;0.05
pumsb.bin;0.05;2453;9.26E+26;5.63E+25;3.19E+24;3629404;3277075;103322355;pumsb.num;19618;7.37959E+13;1;1;1;0.902923731;28.46813278;0.075;0.075;0.075
chess.bin;1;3196;4.39E+14;3196;3196;118252;0;0;chess.num;3196;3196;1;0;0;0;0;0;0;0
chess.bin;0.95;3037;4.39E+14;1487744;301855;118252;28155;74455;chess.num;3036;244423;0.999999999;0.835708966;0.190263537;0.238093225;0.629629943;0.05;0.020892724;0.004756588
chess.bin;0.90000004;2877;4.39E+14;2.15E+07;5235568;118252;40181;204977;chess.num;2876;1859694;0.999999996;0.913621526;0.644796133;0.339791293;1.733391401;0.05;0.043733262;0.020876492
chess.bin;0.85;2717;4.39E+14;1.48E+08;2.62E+07;118252;48754;309093;chess.num;2716;7592325;0.999999983;0.948581951;0.710106488;0.41228901;2.613850083;0.049999999;0.046555087;0.033872566
chess.bin;0.8;2557;4.39E+14;9.36E+08;1.16E+08;118252;56711;404245;chess.num;2556;22262077;0.999999949;0.976218943;0.808356329;0.479577512;3.41850455;0.049999998;0.048120022;0.03796157
chess.bin;0.75;2397;4.39E+14;9.09E+09;3.38E+08;118252;66700;530620;chess.num;2397;53591870;0.999999878;0.994101545;0.841210394;0.564049657;4.487196834;0.049999996;0.049258012;0.041239168
chess.bin;0.7;2238;4.39E+14;1.64E+10;1.04E+09;118252;69045;637538;chess.num;2237;118108003;0.999999731;0.992813566;0.886498425;0.583880188;5.391350675;0.04999999;0.049672878;0.04319272
chess.bin;0.65000004;2078;4.39E+14;1.95E+11;3.18E+09;118252;80016;788451;chess.num;2077;252871604;0.999999424;0.998700632;0.920489483;0.676656632;6.667548963;0.049999979;0.049787855;0.045174698
chess.bin;0.6;1918;4.39E+14;2.63E+12;7.34E+09;118252;89988;949105;chess.num;1917;539257061;0.999998772;0.999795312;0.926518716;0.760985015;8.02612218;0.049999955;0.049962399;0.046175205
chess.bin;0.55;1758;4.39E+14;4.23E+12;1.54E+10;118252;91805;1069114;chess.num;1757;1126618624;0.999997435;0.999733582;0.926712334;0.776350506;9.040980279;0.049999905;0.049988222;0.046330776
chess.bin;0.5;1598;4.39E+14;1.03E+13;5.54E+10;118252;95196;1198482;chess.num;1598;2285605631;0.999994797;0.999778144;0.958761152;0.805026553;10.13498292;0.049999806;0.049987793;0.047136837
chess.bin;0.45000002;1439;4.39E+14;1.69E+13;3.05E+11;118252;98197;1308640;chess.num;1438;4655502896;0.999989401;0.999724771;0.984742473;0.83040456;11.06653587;0.049999605;0.049987573;0.048587591
chess.bin;0.4;1279;4.39E+14;2.11E+13;1.09E+12;118252;99576;1402277;chess.num;1278;9538623813;0.999978285;0.999547424;0.991277308;0.842066096;11.85837872;0.049999192;0.049981805;0.049400495
chess.bin;0.35;1119;4.39E+14;4.98E+13;3.34E+12;118252;105584;1518424;chess.num;1118;19876125046;0.99995475;0.999601045;0.994051146;0.892872848;12.84057775;0.049998326;0.049978712;0.049633211
chess.bin;0.3;959;4.39E+14;1.35E+14;7.83E+12;118252;110593;1646532;chess.num;958;42737700358;0.999902704;0.999682565;0.99454203;0.935231539;13.92392518;0.049996436;0.04998209;0.049714829
chess.bin;0.25;799;4.39E+14;1.49E+14;1.45E+13;118252;111444;1754388;chess.num;799;95899194071;0.999781678;0.99935578;0.993404395;0.942428035;14.83601123;0.04999211;0.049975959;0.049698661
chess.bin;0.2;640;4.39E+14;2.25E+14;2.60E+13;118252;113569;1856796;chess.num;639;2.31008E+11;0.999474091;0.998974795;0.991118058;0.960398133;15.70202618;0.049981394;0.049958264;0.049613061
chess.bin;0.15;480;4.39E+14;2.79E+14;5.79E+13;118252;115200;1945045;chess.num;479;6.17857E+11;0.998593399;0.997784075;0.989337943;0.974190711;16.44830531;0.049951687;0.049918972;0.0495114
chess.bin;0.1;320;4.39E+14;3.50E+14;1.31E+14;118252;116661;2017163;chess.num;319;1.96882E+12;0.995517815;0.9943706;0.984959126;0.986545682;17.05817238;0.04985278;0.049803867;0.049357427
chess.bin;0.05;160;4.39E+14;3.99E+14;2.59E+14;118252;117643;2081075;chess.num;159;9.3577E+12;0.97869642;0.976568445;0.963814548;0.994849981;17.59864527;0.073822766;0.073687687;0.072814706
austral.bin;1;690;2.26E+07;690;690;10350;0;0;austral.num;690;690;0.999969482;0;0;0;0;0;0;0
austral.bin;0.95;656;2.26E+07;690;690;10350;0;0;austral.num;655;690;0.999969482;0;0;0;0;0.049998474;0;0
austral.bin;0.90000004;621;2.26E+07;1315;1315;10350;625;0;austral.num;621;1315;0.99994184;0;0;0.060386473;0;0.049997783;0;0
austral.bin;0.85;587;2.26E+07;1315;1315;10350;625;0;austral.num;586;1315;0.99994184;0;0;0.060386473;0;0.049997092;0;0
austral.bin;0.8;552;2.26E+07;1315;1315;10350;625;0;austral.num;552;1315;0.99994184;0;0;0.060386473;0;0.049997092;0;0
austral.bin;0.75;518;2.26E+07;2314;1840;10350;1150;0;austral.num;517;1840;0.99991862;0.204840104;0;0.111111111;0;0.049996511;0.005121003;0
austral.bin;0.7;483;2.26E+07;2314;1840;10350;1150;0;austral.num;483;1840;0.99991862;0.204840104;0;0.111111111;0;0.049995931;0.010242005;0
austral.bin;0.65000004;449;2.26E+07;3856;2782;10350;1618;474;austral.num;448;2782;0.999876957;0.278526971;0;0.156328502;0.045797101;0.049994889;0.012084177;0
austral.bin;0.6;415;2.26E+07;3856;3199;10350;1618;891;austral.num;414;3199;0.999858513;0.170383817;0;0.156328502;0.086086957;0.049993387;0.01122277;0
austral.bin;0.55;380;2.26E+07;27124;5175;10350;3199;1286;austral.num;379;5175;0.999771118;0.809209556;0;0.309082126;0.124251208;0.049990741;0.024489834;0
austral.bin;0.5;345;2.26E+07;54680;6929;10350;3934;1996;austral.num;345;6620;0.999707208;0.878931968;0.04459518;0.380096618;0.192850242;0.049986958;0.042203538;0.001114879
austral.bin;0.45000002;311;2.26E+07;108496;10185;10350;4579;3994;austral.num;310;9596;0.999575585;0.911554343;0.057830142;0.442415459;0.38589372;0.04998207;0.044762158;0.002560633
austral.bin;0.4;276;2.26E+07;279168;19768;10350;5771;8342;austral.num;276;16870;0.999253867;0.939570438;0.146600567;0.557584541;0.805990338;0.049970736;0.04627812;0.005110768
austral.bin;0.35;242;2.26E+07;663296;34507;10350;6526;11449;austral.num;241;25283;0.998881774;0.961882779;0.267308082;0.630531401;1.106183575;0.049953391;0.04753633;0.010347716
austral.bin;0.3;208;2.26E+07;6734848;80044;10350;9011;17679;austral.num;207;42106;0.99813772;0.99374804;0.47396432;0.870628019;1.708115942;0.049925487;0.04889077;0.01853181
austral.bin;0.25;173;2.26E+07;6734848;135338;10350;9011;23478;austral.num;172;64811;0.997133515;0.990376769;0.521117498;0.870628019;2.268405797;0.049881781;0.04960312;0.024877045
austral.bin;0.2;138;2.26E+07;1.06E+07;336587;10350;9458;33556;austral.num;138;106248;0.995300824;0.989933267;0.684337185;0.913816425;3.242125604;0.049810858;0.049507751;0.030136367
austral.bin;0.15;104;2.26E+07;1.18E+07;948656;10350;9595;44621;austral.num;103;199413;0.991180287;0.983054363;0.789794193;0.92705314;4.311207729;0.049662028;0.049324691;0.036853284
austral.bin;0.1;69;2.26E+07;1.30E+07;5112314;10350;9673;56899;austral.num;69;417558;0.981532089;0.967932409;0.918323092;0.934589372;5.497487923;0.049317809;0.048774669;0.042702932
austral.bin;0.05;35;2.26E+07;2.11E+07;1.07E+07;10350;10244;64687;austral.num;34;1213039;0.946349257;0.94246122;0.88701492;0.989758454;6.249951691;0.071855765;0.071321371;0.067308823
T40I10D100K.bin;1;97182;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;97182;97182;1;0.008002776;0;0.000203713;0;0;0;0
T40I10D100K.bin;0.95;92323;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;92322;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.90000004;87464;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;87463;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.85;82605;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;82604;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.8;77746;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;77745;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.75;72887;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;72886;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.7;68028;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;68027;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.65000004;63169;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;63168;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.6;58310;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;58309;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.55;53451;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;53450;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.5;48591;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;48591;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.45000002;43732;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;43731;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.4;38873;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;38872;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.35;34014;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;34013;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.3;29155;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;29154;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.25;24296;4.31E+23;126079;125116;3848543;28718;0;T40I10D100K.num;24295;125116;1;0.007638068;0;0.007462045;0;0.05;0.000391021;0
T40I10D100K.bin;0.2;19437;4.31E+23;276833;209516;3848543;113118;0;T40I10D100K.num;19436;209516;1;0.243168264;0;0.029392422;0;0.05;0.006270158;0
T40I10D100K.bin;0.15;14578;4.31E+23;2698390;442961;3848543;346563;0;T40I10D100K.num;14577;442961;1;0.835842484;0;0.090050442;0;0.05;0.026975269;0
T40I10D100K.bin;0.1;9719;4.31E+23;8.16E+09;1174870;3848543;1078472;0;T40I10D100K.num;9718;1174870;1;0.999856042;0;0.280228648;0;0.05;0.045892463;0
T40I10D100K.bin;0.05;4860;4.31E+23;2.06E+17;2745243;3848543;2559397;84927;T40I10D100K.num;4859;2740722;1;1;0.001646849;0.665030117;0.022067312;0.075;0.074996401;8.23424E-05
